root@comp3134-winter-2022-intro-to-cyber-security:~# tcpdump -n -i eth0
tcpdump: verbose output suppressed, use -v or -vv for full protocol decode
listening on eth0, link-type EN10MB (Ethernet), capture size 262144 bytes
09:00:52.721637 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 11700:11736, ack 1, win 501, options [nop,nop,TS val 3378194659 ecr 803564154], length 36
09:00:52.721690 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 11736:11940, ack 1, win 501, options [nop,nop,TS val 3378194659 ecr 803564154], length 204
09:00:52.734759 IP 99.253.10.247.51537 > 147.182.158.58.22: Flags [.], ack 7620, win 513, options [nop,nop,TS val 803564170 ecr 3378194657], length 0
09:00:52.734842 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 11940:11976, ack 1, win 501, options [nop,nop,TS val 3378194672 ecr 803564170], length 36
09:00:52.734950 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 11976:14872, ack 1, win 501, options [nop,nop,TS val 3378194672 ecr 803564170], length 2896
09:00:52.734975 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 14872:17016, ack 1, win 501, options [nop,nop,TS val 3378194672 ecr 803564170], length 2144
09:00:52.735128 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 17016:17204, ack 1, win 501, options [nop,nop,TS val 3378194672 ecr 803564170], length 188
09:00:52.735194 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 17204:17240, ack 1, win 501, options [nop,nop,TS val 3378194672 ecr 803564170], length 36
09:00:52.735260 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 17240:17444, ack 1, win 501, options [nop,nop,TS val 3378194672 ecr 803564170], length 204
09:00:52.740924 IP 99.253.10.247.51537 > 147.182.158.58.22: Flags [.], ack 9300, win 513, options [nop,nop,TS val 803564175 ecr 3378194657], length 0
09:00:52.740924 IP 99.253.10.247.51537 > 147.182.158.58.22: Flags [.], ack 9540, win 512, options [nop,nop,TS val 803564175 ecr 3378194658], length 0
09:00:52.740981 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 17444:18680, ack 1, win 501, options [nop,nop,TS val 3378194678 ecr 803564175], length 1236
09:00:52.741156 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 18680:18868, ack 1, win 501, options [nop,nop,TS val 3378194678 ecr 803564175], length 188
09:00:52.741255 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 18868:18904, ack 1, win 501, options [nop,nop,TS val 3378194678 ecr 803564175], length 36
09:00:52.741346 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 18904:19092, ack 1, win 501, options [nop,nop,TS val 3378194678 ecr 803564175], length 188
09:00:52.741404 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 19092:19128, ack 1, win 501, options [nop,nop,TS val 3378194678 ecr 803564175], length 36
09:00:52.741434 IP 14.18.144.234.36668 > 147.182.158.58.22: Flags [S], seq 435230103, win 64240, options [mss 1460,sackOK,TS val 3542014724 ecr 0,nop,wscale 7], length 0
09:00:52.741489 IP 147.182.158.58.22 > 14.18.144.234.36668: Flags [S.], seq 4277453169, ack 435230104, win 65160, options [mss 1460,sackOK,TS val 1352905761 ecr 3542014724,nop,wscale 7], length 0
09:00:52.741565 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 19128:19332, ack 1, win 501, options [nop,nop,TS val 3378194678 ecr 803564175], length 204
09:00:52.741637 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 19332:19368, ack 1, win 501, options [nop,nop,TS val 3378194679 ecr 803564175], length 36
09:00:52.741689 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 19368:19572, ack 1, win 501, options [nop,nop,TS val 3378194679 ecr 803564175], length 204
09:00:52.741734 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 19572:19608, ack 1, win 501, options [nop,nop,TS val 3378194679 ecr 803564175], length 36
09:00:52.741803 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 19608:19812, ack 1, win 501, options [nop,nop,TS val 3378194679 ecr 803564175], length 204
09:00:52.741846 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 19812:19848, ack 1, win 501, options [nop,nop,TS val 3378194679 ecr 803564175], length 36
09:00:52.741899 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 19848:20052, ack 1, win 501, options [nop,nop,TS val 3378194679 ecr 803564175], length 204
09:00:52.741940 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 20052:20088, ack 1, win 501, options [nop,nop,TS val 3378194679 ecr 803564175], length 36
09:00:52.742016 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 20088:20292, ack 1, win 501, options [nop,nop,TS val 3378194679 ecr 803564175], length 204
09:00:52.742060 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 20292:20328, ack 1, win 501, options [nop,nop,TS val 3378194679 ecr 803564175], length 36
09:00:52.742168 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 20328:20532, ack 1, win 501, options [nop,nop,TS val 3378194679 ecr 803564175], length 204
09:00:52.742212 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 20532:20568, ack 1, win 501, options [nop,nop,TS val 3378194679 ecr 803564175], length 36
09:00:52.742281 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 20568:20804, ack 1, win 501, options [nop,nop,TS val 3378194679 ecr 803564175], length 236
09:00:52.742327 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 20804:20840, ack 1, win 501, options [nop,nop,TS val 3378194679 ecr 803564175], length 36
09:00:52.742398 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 20840:21044, ack 1, win 501, options [nop,nop,TS val 3378194679 ecr 803564175], length 204
09:00:52.742442 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 21044:21080, ack 1, win 501, options [nop,nop,TS val 3378194679 ecr 803564175], length 36
09:00:52.742495 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 21080:21284, ack 1, win 501, options [nop,nop,TS val 3378194679 ecr 803564175], length 204
09:00:52.742538 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 21284:21320, ack 1, win 501, options [nop,nop,TS val 3378194679 ecr 803564175], length 36
09:00:52.742599 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 21320:21524, ack 1, win 501, options [nop,nop,TS val 3378194680 ecr 803564175], length 204
09:00:52.742642 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 21524:21560, ack 1, win 501, options [nop,nop,TS val 3378194680 ecr 803564175], length 36
09:00:52.742723 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 21560:21764, ack 1, win 501, options [nop,nop,TS val 3378194680 ecr 803564175], length 204
09:00:52.742788 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 21764:21800, ack 1, win 501, options [nop,nop,TS val 3378194680 ecr 803564175], length 36
09:00:52.742849 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 21800:22004, ack 1, win 501, options [nop,nop,TS val 3378194680 ecr 803564175], length 204
09:00:52.742893 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 22004:22040, ack 1, win 501, options [nop,nop,TS val 3378194680 ecr 803564175], length 36
09:00:52.742946 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 22040:22244, ack 1, win 501, options [nop,nop,TS val 3378194680 ecr 803564175], length 204
09:00:52.742988 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 22244:22280, ack 1, win 501, options [nop,nop,TS val 3378194680 ecr 803564175], length 36
09:00:52.743040 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 22280:22484, ack 1, win 501, options [nop,nop,TS val 3378194680 ecr 803564175], length 204
09:00:52.748795 IP 99.253.10.247.51537 > 147.182.158.58.22: Flags [.], ack 10500, win 509, options [nop,nop,TS val 803564176 ecr 3378194658], length 0
09:00:52.748795 IP 99.253.10.247.51537 > 147.182.158.58.22: Flags [.], ack 11460, win 511, options [nop,nop,TS val 803564176 ecr 3378194658], length 0
09:00:52.748795 IP 99.253.10.247.51537 > 147.182.158.58.22: Flags [.], ack 11940, win 510, options [nop,nop,TS val 803564176 ecr 3378194659], length 0
09:00:52.748836 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 22484:27320, ack 1, win 501, options [nop,nop,TS val 3378194686 ecr 803564176], length 4836
09:00:52.749001 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 27320:27508, ack 1, win 501, options [nop,nop,TS val 3378194686 ecr 803564176], length 188
09:00:52.749074 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 27508:27544, ack 1, win 501, options [nop,nop,TS val 3378194686 ecr 803564176], length 36
09:00:52.749155 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 27544:27732, ack 1, win 501, options [nop,nop,TS val 3378194686 ecr 803564176], length 188
09:00:52.749218 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 27732:27768, ack 1, win 501, options [nop,nop,TS val 3378194686 ecr 803564176], length 36
09:00:52.749300 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 27768:27956, ack 1, win 501, options [nop,nop,TS val 3378194686 ecr 803564176], length 188
09:00:52.749364 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 27956:27992, ack 1, win 501, options [nop,nop,TS val 3378194686 ecr 803564176], length 36
09:00:52.749448 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 27992:28196, ack 1, win 501, options [nop,nop,TS val 3378194686 ecr 803564176], length 204
09:00:52.749495 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 28196:28232, ack 1, win 501, options [nop,nop,TS val 3378194686 ecr 803564176], length 36
09:00:52.749552 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 28232:28436, ack 1, win 501, options [nop,nop,TS val 3378194686 ecr 803564176], length 204
09:00:52.749598 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 28436:28472, ack 1, win 501, options [nop,nop,TS val 3378194687 ecr 803564176], length 36
09:00:52.749668 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 28472:28676, ack 1, win 501, options [nop,nop,TS val 3378194687 ecr 803564176], length 204
09:00:52.749712 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 28676:28712, ack 1, win 501, options [nop,nop,TS val 3378194687 ecr 803564176], length 36
09:00:52.749767 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 28712:28916, ack 1, win 501, options [nop,nop,TS val 3378194687 ecr 803564176], length 204
09:00:52.749849 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 28916:29456, ack 1, win 501, options [nop,nop,TS val 3378194687 ecr 803564176], length 540
09:00:52.749964 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 29456:30668, ack 1, win 501, options [nop,nop,TS val 3378194687 ecr 803564176], length 1212
09:00:52.750044 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 30668:31048, ack 1, win 501, options [nop,nop,TS val 3378194687 ecr 803564176], length 380
09:00:52.750109 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 31048:31252, ack 1, win 501, options [nop,nop,TS val 3378194687 ecr 803564176], length 204
09:00:52.750172 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 31252:31456, ack 1, win 501, options [nop,nop,TS val 3378194687 ecr 803564176], length 204
09:00:52.750233 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 31456:31660, ack 1, win 501, options [nop,nop,TS val 3378194687 ecr 803564176], length 204
09:00:52.750302 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 31660:31864, ack 1, win 501, options [nop,nop,TS val 3378194687 ecr 803564176], length 204
09:00:52.750364 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 31864:32068, ack 1, win 501, options [nop,nop,TS val 3378194687 ecr 803564176], length 204
09:00:52.750448 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 32068:32272, ack 1, win 501, options [nop,nop,TS val 3378194687 ecr 803564176], length 204
09:00:52.750511 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 32272:32476, ack 1, win 501, options [nop,nop,TS val 3378194687 ecr 803564176], length 204
