root@comp3134-winter-2022-intro-to-cyber-security:~# tcpdump -n -i eth0
tcpdump: verbose output suppressed, use -v or -vv for full protocol decode
listening on eth0, link-type EN10MB (Ethernet), capture size 262144 bytes
09:00:52.750572 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 32476:32680, ack 1, win 501, options [nop,nop,TS val 3378194688 ecr 803564176], length 204
09:00:52.750647 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 32680:32884, ack 1, win 501, options [nop,nop,TS val 3378194688 ecr 803564176], length 204
09:00:52.750715 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 32884:33088, ack 1, win 501, options [nop,nop,TS val 3378194688 ecr 803564176], length 204
09:00:52.750777 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 33088:33292, ack 1, win 501, options [nop,nop,TS val 3378194688 ecr 803564176], length 204
09:00:52.750839 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 33292:33496, ack 1, win 501, options [nop,nop,TS val 3378194688 ecr 803564176], length 204
09:00:52.750900 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 33496:33700, ack 1, win 501, options [nop,nop,TS val 3378194688 ecr 803564176], length 204
09:00:52.751012 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 33700:33904, ack 1, win 501, options [nop,nop,TS val 3378194688 ecr 803564176], length 204
09:00:52.751103 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 33904:34108, ack 1, win 501, options [nop,nop,TS val 3378194688 ecr 803564176], length 204
09:00:52.751190 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 34108:34312, ack 1, win 501, options [nop,nop,TS val 3378194688 ecr 803564176], length 204
09:00:52.751256 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 34312:34516, ack 1, win 501, options [nop,nop,TS val 3378194688 ecr 803564176], length 204
09:00:52.751319 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 34516:34720, ack 1, win 501, options [nop,nop,TS val 3378194688 ecr 803564176], length 204
09:00:52.751396 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 34720:34924, ack 1, win 501, options [nop,nop,TS val 3378194688 ecr 803564176], length 204
09:00:52.751460 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 34924:35128, ack 1, win 501, options [nop,nop,TS val 3378194688 ecr 803564176], length 204
09:00:52.755341 IP 99.253.10.247.51537 > 147.182.158.58.22: Flags [.], ack 17444, win 510, options [nop,nop,TS val 803564186 ecr 3378194672], length 0
09:00:52.755384 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 35128:35332, ack 1, win 501, options [nop,nop,TS val 3378194692 ecr 803564186], length 204
09:00:52.755512 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 35332:35688, ack 1, win 501, options [nop,nop,TS val 3378194692 ecr 803564186], length 356
09:00:52.755581 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 35688:35892, ack 1, win 501, options [nop,nop,TS val 3378194693 ecr 803564186], length 204
09:00:52.755649 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 35892:36096, ack 1, win 501, options [nop,nop,TS val 3378194693 ecr 803564186], length 204
09:00:52.755713 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 36096:36300, ack 1, win 501, options [nop,nop,TS val 3378194693 ecr 803564186], length 204
09:00:52.755776 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 36300:36504, ack 1, win 501, options [nop,nop,TS val 3378194693 ecr 803564186], length 204
09:00:52.755843 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 36504:36708, ack 1, win 501, options [nop,nop,TS val 3378194693 ecr 803564186], length 204
09:00:52.755904 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 36708:36912, ack 1, win 501, options [nop,nop,TS val 3378194693 ecr 803564186], length 204
09:00:52.755988 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 36912:37116, ack 1, win 501, options [nop,nop,TS val 3378194693 ecr 803564186], length 204
09:00:52.756101 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 37116:37320, ack 1, win 501, options [nop,nop,TS val 3378194693 ecr 803564186], length 204
09:00:52.756176 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 37320:37524, ack 1, win 501, options [nop,nop,TS val 3378194693 ecr 803564186], length 204
09:00:52.756240 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 37524:37728, ack 1, win 501, options [nop,nop,TS val 3378194693 ecr 803564186], length 204
09:00:52.756341 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 37728:37932, ack 1, win 501, options [nop,nop,TS val 3378194693 ecr 803564186], length 204
09:00:52.756422 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 37932:38136, ack 1, win 501, options [nop,nop,TS val 3378194693 ecr 803564186], length 204
09:00:52.756485 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 38136:38340, ack 1, win 501, options [nop,nop,TS val 3378194693 ecr 803564186], length 204
09:00:52.756551 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 38340:38544, ack 1, win 501, options [nop,nop,TS val 3378194693 ecr 803564186], length 204
09:00:52.761396 IP 99.253.10.247.51537 > 147.182.158.58.22: Flags [.], ack 19572, win 511, options [nop,nop,TS val 803564192 ecr 3378194679], length 0
09:00:52.761397 IP 99.253.10.247.51537 > 147.182.158.58.22: Flags [.], ack 21524, win 510, options [nop,nop,TS val 803564192 ecr 3378194679], length 0
09:00:52.761397 IP 99.253.10.247.51537 > 147.182.158.58.22: Flags [.], ack 22244, win 513, options [nop,nop,TS val 803564193 ecr 3378194680], length 0
09:00:52.761458 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 38544:38748, ack 1, win 501, options [nop,nop,TS val 3378194698 ecr 803564192], length 204
09:00:52.761713 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 38748:39408, ack 1, win 501, options [nop,nop,TS val 3378194699 ecr 803564193], length 660
09:00:52.761828 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 39408:39612, ack 1, win 501, options [nop,nop,TS val 3378194699 ecr 803564193], length 204
09:00:52.761937 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 39612:39816, ack 1, win 501, options [nop,nop,TS val 3378194699 ecr 803564193], length 204
09:00:52.762033 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 39816:40020, ack 1, win 501, options [nop,nop,TS val 3378194699 ecr 803564193], length 204
09:00:52.762114 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 40020:40224, ack 1, win 501, options [nop,nop,TS val 3378194699 ecr 803564193], length 204
09:00:52.762202 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 40224:40428, ack 1, win 501, options [nop,nop,TS val 3378194699 ecr 803564193], length 204
09:00:52.762267 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 40428:40632, ack 1, win 501, options [nop,nop,TS val 3378194699 ecr 803564193], length 204
09:00:52.762332 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 40632:40836, ack 1, win 501, options [nop,nop,TS val 3378194699 ecr 803564193], length 204
09:00:52.762418 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 40836:41040, ack 1, win 501, options [nop,nop,TS val 3378194699 ecr 803564193], length 204
09:00:52.762495 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 41040:41244, ack 1, win 501, options [nop,nop,TS val 3378194699 ecr 803564193], length 204
09:00:52.762561 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 41244:41448, ack 1, win 501, options [nop,nop,TS val 3378194699 ecr 803564193], length 204
09:00:52.762630 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 41448:41652, ack 1, win 501, options [nop,nop,TS val 3378194700 ecr 803564193], length 204
09:00:52.762691 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 41652:41856, ack 1, win 501, options [nop,nop,TS val 3378194700 ecr 803564193], length 204
09:00:52.762752 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 41856:42060, ack 1, win 501, options [nop,nop,TS val 3378194700 ecr 803564193], length 204
09:00:52.762812 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 42060:42264, ack 1, win 501, options [nop,nop,TS val 3378194700 ecr 803564193], length 204
09:00:52.762871 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 42264:42468, ack 1, win 501, options [nop,nop,TS val 3378194700 ecr 803564193], length 204
09:00:52.762932 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 42468:42672, ack 1, win 501, options [nop,nop,TS val 3378194700 ecr 803564193], length 204
09:00:52.762993 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 42672:42876, ack 1, win 501, options [nop,nop,TS val 3378194700 ecr 803564193], length 204
09:00:52.763055 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 42876:43080, ack 1, win 501, options [nop,nop,TS val 3378194700 ecr 803564193], length 204
09:00:52.763118 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 43080:43284, ack 1, win 501, options [nop,nop,TS val 3378194700 ecr 803564193], length 204
09:00:52.763177 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 43284:43488, ack 1, win 501, options [nop,nop,TS val 3378194700 ecr 803564193], length 204
09:00:52.763238 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 43488:43692, ack 1, win 501, options [nop,nop,TS val 3378194700 ecr 803564193], length 204
09:00:52.763299 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 43692:43896, ack 1, win 501, options [nop,nop,TS val 3378194700 ecr 803564193], length 204
09:00:52.763360 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 43896:44100, ack 1, win 501, options [nop,nop,TS val 3378194700 ecr 803564193], length 204
09:00:52.763419 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 44100:44304, ack 1, win 501, options [nop,nop,TS val 3378194700 ecr 803564193], length 204
09:00:52.763502 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 44304:44508, ack 1, win 501, options [nop,nop,TS val 3378194700 ecr 803564193], length 204
09:00:52.763565 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 44508:44712, ack 1, win 501, options [nop,nop,TS val 3378194700 ecr 803564193], length 204
09:00:52.763658 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 44712:44916, ack 1, win 501, options [nop,nop,TS val 3378194701 ecr 803564193], length 204
09:00:52.763753 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 44916:45120, ack 1, win 501, options [nop,nop,TS val 3378194701 ecr 803564193], length 204
09:00:52.763825 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 45120:45324, ack 1, win 501, options [nop,nop,TS val 3378194701 ecr 803564193], length 204
09:00:52.763916 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 45324:45528, ack 1, win 501, options [nop,nop,TS val 3378194701 ecr 803564193], length 204
09:00:52.764010 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 45528:45732, ack 1, win 501, options [nop,nop,TS val 3378194701 ecr 803564193], length 204
09:00:52.764080 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 45732:45936, ack 1, win 501, options [nop,nop,TS val 3378194701 ecr 803564193], length 204
09:00:52.764143 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 45936:46140, ack 1, win 501, options [nop,nop,TS val 3378194701 ecr 803564193], length 204
09:00:52.764206 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 46140:46344, ack 1, win 501, options [nop,nop,TS val 3378194701 ecr 803564193], length 204
09:00:52.764267 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 46344:46548, ack 1, win 501, options [nop,nop,TS val 3378194701 ecr 803564193], length 204
09:00:52.764328 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 46548:46752, ack 1, win 501, options [nop,nop,TS val 3378194701 ecr 803564193], length 204
09:00:52.764396 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 46752:46956, ack 1, win 501, options [nop,nop,TS val 3378194701 ecr 803564193], length 204
09:00:52.764458 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 46956:47160, ack 1, win 501, options [nop,nop,TS val 3378194701 ecr 803564193], length 204
09:00:52.764518 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 47160:47364, ack 1, win 501, options [nop,nop,TS val 3378194701 ecr 803564193], length 204
09:00:52.764591 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 47364:47568, ack 1, win 501, options [nop,nop,TS val 3378194702 ecr 803564193], length 204
09:00:52.764652 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 47568:47772, ack 1, win 501, options [nop,nop,TS val 3378194702 ecr 803564193], length 204
09:00:52.764725 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 47772:47976, ack 1, win 501, options [nop,nop,TS val 3378194702 ecr 803564193], length 204
09:00:52.764820 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 47976:48180, ack 1, win 501, options [nop,nop,TS val 3378194702 ecr 803564193], length 204
09:00:52.764914 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 48180:48384, ack 1, win 501, options [nop,nop,TS val 3378194702 ecr 803564193], length 204
09:00:52.765020 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 48384:48588, ack 1, win 501, options [nop,nop,TS val 3378194702 ecr 803564193], length 204
09:00:52.765110 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 48588:48792, ack 1, win 501, options [nop,nop,TS val 3378194702 ecr 803564193], length 204
09:00:52.765198 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 48792:48996, ack 1, win 501, options [nop,nop,TS val 3378194702 ecr 803564193], length 204
09:00:52.765290 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 48996:49200, ack 1, win 501, options [nop,nop,TS val 3378194702 ecr 803564193], length 204
09:00:52.765379 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 49200:49404, ack 1, win 501, options [nop,nop,TS val 3378194702 ecr 803564193], length 204
09:00:52.765473 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 49404:49608, ack 1, win 501, options [nop,nop,TS val 3378194702 ecr 803564193], length 204
09:00:52.765568 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 49608:49812, ack 1, win 501, options [nop,nop,TS val 3378194702 ecr 803564193], length 204
09:00:52.765674 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 49812:50016, ack 1, win 501, options [nop,nop,TS val 3378194703 ecr 803564193], length 204
09:00:52.765770 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 50016:50220, ack 1, win 501, options [nop,nop,TS val 3378194703 ecr 803564193], length 204
09:00:52.765866 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 50220:50424, ack 1, win 501, options [nop,nop,TS val 3378194703 ecr 803564193], length 204
09:00:52.765961 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 50424:50628, ack 1, win 501, options [nop,nop,TS val 3378194703 ecr 803564193], length 204
09:00:52.766053 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 50628:50832, ack 1, win 501, options [nop,nop,TS val 3378194703 ecr 803564193], length 204
09:00:52.766148 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 50832:51036, ack 1, win 501, options [nop,nop,TS val 3378194703 ecr 803564193], length 204
09:00:52.766229 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 51036:51240, ack 1, win 501, options [nop,nop,TS val 3378194703 ecr 803564193], length 204
09:00:52.769137 IP 99.253.10.247.51537 > 147.182.158.58.22: Flags [.], ack 22484, win 512, options [nop,nop,TS val 803564193 ecr 3378194680], length 0
09:00:52.769171 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 51240:51444, ack 1, win 501, options [nop,nop,TS val 3378194706 ecr 803564193], length 204
09:00:52.769294 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 51444:51800, ack 1, win 501, options [nop,nop,TS val 3378194706 ecr 803564193], length 356
09:00:52.769367 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 51800:52004, ack 1, win 501, options [nop,nop,TS val 3378194706 ecr 803564193], length 204
09:00:52.769436 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 52004:52208, ack 1, win 501, options [nop,nop,TS val 3378194706 ecr 803564193], length 204
09:00:52.776586 IP 99.253.10.247.51537 > 147.182.158.58.22: Flags [.], ack 28712, win 513, options [nop,nop,TS val 803564201 ecr 3378194687], length 0
09:00:52.776586 IP 99.253.10.247.51537 > 147.182.158.58.22: Flags [.], ack 35128, win 514, options [nop,nop,TS val 803564202 ecr 3378194688], length 0
09:00:52.776586 IP 99.253.10.247.51537 > 147.182.158.58.22: Flags [.], ack 38544, win 514, options [nop,nop,TS val 803564206 ecr 3378194693], length 0
09:00:52.776634 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 52208:52412, ack 1, win 501, options [nop,nop,TS val 3378194714 ecr 803564201], length 204
09:00:52.776838 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 52412:53072, ack 1, win 501, options [nop,nop,TS val 3378194714 ecr 803564206], length 660
09:00:52.776919 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 53072:53276, ack 1, win 501, options [nop,nop,TS val 3378194714 ecr 803564206], length 204
09:00:52.776987 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 53276:53480, ack 1, win 501, options [nop,nop,TS val 3378194714 ecr 803564206], length 204
09:00:52.777063 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 53480:53684, ack 1, win 501, options [nop,nop,TS val 3378194714 ecr 803564206], length 204
09:00:52.777125 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 53684:53888, ack 1, win 501, options [nop,nop,TS val 3378194714 ecr 803564206], length 204
09:00:52.777184 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 53888:54092, ack 1, win 501, options [nop,nop,TS val 3378194714 ecr 803564206], length 204
09:00:52.777244 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 54092:54296, ack 1, win 501, options [nop,nop,TS val 3378194714 ecr 803564206], length 204
09:00:52.777307 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 54296:54500, ack 1, win 501, options [nop,nop,TS val 3378194714 ecr 803564206], length 204
09:00:52.777369 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 54500:54704, ack 1, win 501, options [nop,nop,TS val 3378194714 ecr 803564206], length 204
09:00:52.777429 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 54704:54908, ack 1, win 501, options [nop,nop,TS val 3378194714 ecr 803564206], length 204
09:00:52.777491 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 54908:55112, ack 1, win 501, options [nop,nop,TS val 3378194714 ecr 803564206], length 204
09:00:52.777581 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 55112:55316, ack 1, win 501, options [nop,nop,TS val 3378194715 ecr 803564206], length 204
09:00:52.777677 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 55316:55520, ack 1, win 501, options [nop,nop,TS val 3378194715 ecr 803564206], length 204
09:00:52.777779 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 55520:55724, ack 1, win 501, options [nop,nop,TS val 3378194715 ecr 803564206], length 204
09:00:52.777875 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 55724:55928, ack 1, win 501, options [nop,nop,TS val 3378194715 ecr 803564206], length 204
09:00:52.777973 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 55928:56132, ack 1, win 501, options [nop,nop,TS val 3378194715 ecr 803564206], length 204
09:00:52.778069 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 56132:56336, ack 1, win 501, options [nop,nop,TS val 3378194715 ecr 803564206], length 204
09:00:52.778157 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 56336:56540, ack 1, win 501, options [nop,nop,TS val 3378194715 ecr 803564206], length 204
09:00:52.778243 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 56540:56744, ack 1, win 501, options [nop,nop,TS val 3378194715 ecr 803564206], length 204
09:00:52.778334 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 56744:56948, ack 1, win 501, options [nop,nop,TS val 3378194715 ecr 803564206], length 204
09:00:52.778446 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 56948:57152, ack 1, win 501, options [nop,nop,TS val 3378194715 ecr 803564206], length 204
09:00:52.778571 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 57152:57356, ack 1, win 501, options [nop,nop,TS val 3378194715 ecr 803564206], length 204
09:00:52.778672 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 57356:57560, ack 1, win 501, options [nop,nop,TS val 3378194716 ecr 803564206], length 204
09:00:52.778760 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 57560:57764, ack 1, win 501, options [nop,nop,TS val 3378194716 ecr 803564206], length 204
09:00:52.778847 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 57764:57968, ack 1, win 501, options [nop,nop,TS val 3378194716 ecr 803564206], length 204
09:00:52.778942 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 57968:58172, ack 1, win 501, options [nop,nop,TS val 3378194716 ecr 803564206], length 204
09:00:52.779039 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 58172:58376, ack 1, win 501, options [nop,nop,TS val 3378194716 ecr 803564206], length 204
09:00:52.779127 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 58376:58580, ack 1, win 501, options [nop,nop,TS val 3378194716 ecr 803564206], length 204
09:00:52.779213 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 58580:58784, ack 1, win 501, options [nop,nop,TS val 3378194716 ecr 803564206], length 204
09:00:52.779303 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 58784:58988, ack 1, win 501, options [nop,nop,TS val 3378194716 ecr 803564206], length 204
09:00:52.779394 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 58988:59192, ack 1, win 501, options [nop,nop,TS val 3378194716 ecr 803564206], length 204
09:00:52.779507 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 59192:59396, ack 1, win 501, options [nop,nop,TS val 3378194716 ecr 803564206], length 204
09:00:52.779596 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 59396:59600, ack 1, win 501, options [nop,nop,TS val 3378194717 ecr 803564206], length 204
09:00:52.779691 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 59600:59804, ack 1, win 501, options [nop,nop,TS val 3378194717 ecr 803564206], length 204
09:00:52.779772 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 59804:60008, ack 1, win 501, options [nop,nop,TS val 3378194717 ecr 803564206], length 204
09:00:52.779859 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 60008:60212, ack 1, win 501, options [nop,nop,TS val 3378194717 ecr 803564206], length 204
09:00:52.779942 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 60212:60416, ack 1, win 501, options [nop,nop,TS val 3378194717 ecr 803564206], length 204
09:00:52.780045 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 60416:60620, ack 1, win 501, options [nop,nop,TS val 3378194717 ecr 803564206], length 204
09:00:52.780132 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 60620:60824, ack 1, win 501, options [nop,nop,TS val 3378194717 ecr 803564206], length 204
09:00:52.780232 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 60824:61028, ack 1, win 501, options [nop,nop,TS val 3378194717 ecr 803564206], length 204
09:00:52.780314 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 61028:61232, ack 1, win 501, options [nop,nop,TS val 3378194717 ecr 803564206], length 204
09:00:52.780394 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 61232:61436, ack 1, win 501, options [nop,nop,TS val 3378194717 ecr 803564206], length 204
09:00:52.780474 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 61436:61640, ack 1, win 501, options [nop,nop,TS val 3378194717 ecr 803564206], length 204
09:00:52.780568 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 61640:61844, ack 1, win 501, options [nop,nop,TS val 3378194717 ecr 803564206], length 204
09:00:52.780648 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 61844:62048, ack 1, win 501, options [nop,nop,TS val 3378194718 ecr 803564206], length 204
09:00:52.780727 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 62048:62252, ack 1, win 501, options [nop,nop,TS val 3378194718 ecr 803564206], length 204
09:00:52.780810 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 62252:62456, ack 1, win 501, options [nop,nop,TS val 3378194718 ecr 803564206], length 204
09:00:52.780888 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 62456:62660, ack 1, win 501, options [nop,nop,TS val 3378194718 ecr 803564206], length 204
09:00:52.780970 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 62660:62864, ack 1, win 501, options [nop,nop,TS val 3378194718 ecr 803564206], length 204
09:00:52.781052 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 62864:63068, ack 1, win 501, options [nop,nop,TS val 3378194718 ecr 803564206], length 204
09:00:52.781132 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 63068:63272, ack 1, win 501, options [nop,nop,TS val 3378194718 ecr 803564206], length 204
09:00:52.781208 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 63272:63476, ack 1, win 501, options [nop,nop,TS val 3378194718 ecr 803564206], length 204
09:00:52.781288 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 63476:63680, ack 1, win 501, options [nop,nop,TS val 3378194718 ecr 803564206], length 204
09:00:52.781365 IP 147.182.158.58.22 > 99.253.10.247.51537: Flags [P.], seq 63680:63884, ack 1, win 501, options [nop,nop,TS val 3378194718 ecr 803564206], length 204
